*PARAMETER
num-dim: 3
*MATPROP
b-plane-strain: 0
young's-modulus: 210e9
poisson's-ratio: 0.3
*NODE
num-node: 552
nodal-coord:
0	0.5	0
-0.0626666	0.4960574	0
-0.124345	0.4842916	0
-0.1840623	0.4648882	0
-0.2408769	0.4381534	0
-0.2938926	0.4045085	0
-0.3422736	0.3644843	0
-0.3852566	0.318712	0
-0.422164	0.2679134	0
-0.4524136	0.2128896	0
-0.4755283	0.1545085	0
-0.4911436	0.0936906	0
-0.4990134	0.0313952	0
-0.4990134	-0.0313953	0
-0.4911436	-0.0936907	0
-0.4755283	-0.1545085	0
-0.4524135	-0.2128897	0
-0.4221639	-0.2679135	0
-0.3852566	-0.3187121	0
-0.3422735	-0.3644843	0
-0.2938926	-0.4045085	0
-0.2408768	-0.4381534	0
-0.1840622	-0.4648883	0
-0.1243448	-0.4842916	0
-0.0626665	-0.4960574	0
4.37E-08	-0.5	0
0.0626667	-0.4960573	0
0.124345	-0.4842915	0
0.1840624	-0.4648882	0
0.240877	-0.4381533	0
0.2938927	-0.4045085	0
0.3422736	-0.3644843	0
0.3852567	-0.3187119	0
0.4221641	-0.2679133	0
0.4524136	-0.2128895	0
0.4755283	-0.1545083	0
0.4911437	-0.0936905	0
0.4990134	-0.031395	0
0.4990134	0.0313953	0
0.4911436	0.0936907	0
0.4755283	0.1545086	0
0.4524135	0.2128897	0
0.4221639	0.2679135	0
0.3852565	0.3187121	0
0.3422734	0.3644844	0
0.2938925	0.4045086	0
0.2408766	0.4381534	0
0.184062	0.4648883	0
0.1243447	0.4842916	0
0.0626666	0.4960574	0
0.1059098	0.4259969	0
0.0509877	0.4374815	0
-0.0023812	0.4432518	0
-0.0530994	0.4413155	0
-0.1023095	0.4294359	0
-0.1522148	0.4082655	0
-0.2026039	0.3816836	0
-0.2505307	0.3507717	0
0.1579186	0.4083147	0
0.2073134	0.3829152	0
-0.2941433	0.3152077	0
-0.332775	0.2749903	0
-0.3661124	0.2304979	0
0.2530084	0.3516562	0
0.2954178	0.3153702	0
-0.393904	0.1826454	0
-0.4154381	0.1323896	0
-0.4300234	0.0804103	0
-0.4372984	0.0271488	0
-0.4373967	-0.0266124	0
-0.4303103	-0.0798688	0
-0.4158858	-0.1318693	0
-0.3944773	-0.1822259	0
-0.3667309	-0.230241	0
-0.3336347	-0.2751808	0
-0.2957086	-0.3160807	0
-0.2537738	-0.3522644	0
-0.2083197	-0.3825427	0
-0.1596598	-0.4060842	0
-0.1077938	-0.4227428	0
-0.0540741	-0.4337205	0
0.0012067	-0.4382897	0
0.0556954	-0.4353639	0
0.1094819	-0.4255263	0
0.1611205	-0.4085985	0
0.2094817	-0.385077	0
0.2545086	-0.3539811	0
0.2953627	-0.3172263	0
0.3327849	-0.2760521	0
0.365265	-0.2308245	0
0.3925264	-0.1820949	0
0.4146978	-0.1315284	0
0.4304553	-0.0789016	0
0.43814	-0.0256329	0
0.438628	0.0284738	0
0.43167	0.0820411	0
0.4176251	0.1337425	0
0.395561	0.1836973	0
0.3672113	0.2307059	0
0.3339227	0.2752216	0
-0.1198852	0.3571033	0
-0.1674928	0.3307812	0
-0.2116815	0.3023927	0
-0.2515689	0.2710222	0
-0.28639	0.2356605	0
-0.3167143	0.1963457	0
-0.3429422	0.1540385	0
-0.3646576	0.111364	0
-0.3784252	0.0682224	0
-0.3846731	0.0233694	0
-0.3848198	-0.0227378	0
-0.3788488	-0.0675926	0
-0.3653288	-0.1108238	0
-0.3437845	-0.1537796	0
-0.3176614	-0.1965502	0
-0.287838	-0.2368808	0
-0.2541287	-0.2737621	0
-0.2171471	-0.3070411	0
-0.1790515	-0.3357043	0
-0.1388525	-0.3561451	0
-0.0944038	-0.3688396	0
-0.0444224	-0.3766962	0
-1.17E-05	-0.3877556	0
0.0528877	-0.3857415	0
0.0955362	-0.37048	0
0.1400879	-0.3640543	0
0.1855461	-0.3414164	0
0.2161425	-0.309764	0
0.2528888	-0.2754001	0
0.2857614	-0.2382182	0
0.3144137	-0.1977822	0
0.3386727	-0.1538532	0
0.359878	-0.1072897	0
0.3807021	-0.0680393	0
0.3891251	-0.0177153	0
0.3822675	0.0263313	0
0.3842394	0.0704496	0
